ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label
1407,Putting on shoes,A woman prepares for a shot put throw swinging her arms on a sporting field.,the instructors,The woman then does the same moves by herself while the man and woman's silhouette is shown beside them. then the man,"['cracks an egg and whisks the ingredients in a bowl.', 'takes a knife and moves the spatula around the counter.', 'picks up the spatula on a plate and does as he is asked.', 'walks over to the toaster and begins eating the scrambled eggs he was eating.']",activitynet~v_FjfWqx-NL_w,train,indomain,0
1083,Preparing pasta,People on a boat suit up in scuba gear then jump into the water.,the lady,"As they come around the corner, they hold on to each others shirts and come down the slanted road in a single file line and a boy is shown holding a camera with a selfie stick recording the action. after","['then bags a carpet of some sort and sprays it on the roof.', 'then uses a vacuum and begin vacuuming the floor on the the roof.', 'removes hoses and shakes the roof and cleans the wooden wall.', 'turns off his hose then walks along the peak of the roof.']",activitynet~v_66BGqvwHbUw,train,indomain,2
1091,Hopscotch,A video of vodka being poured into a martini glass is shown. A woman stands behind a bar with bottles and ingredients.,the younger girl,A man is smoking a pipe and blowing smoke rings. The man uses profanity and flips the camera off. another man,"['put the pasta in boiling water, chopped the garlic and pour olive oil in the pan, she shredded the orange peel and put in the pan and added tomatoes and seafood.', 'taken woman starts removing the ingredients from the dish.', 'removed the dalmatians from the refrigerator.', 'opened the fridge and put a beer in it then take a sip.']",activitynet~v_BG4QxmqBaS4,train,indomain,3
316,Playing drums,A cowboy rides a horse out of a corral and enters into a fenced off area. The man rides his horse out of the fenced are and throws a rope around a cattle.,many people,A camera zooms in on a person playing guitar and leads into a man speaking. several more shots of people playing guitar and guitars on walls,"['lines up a shot and pulls the bungee jump off the rope.', ""applies a tattoo pattern to the woman's upper arm, with the video sometimes passing in accelerated time."", 'enjoys sitting on a chair with a dog.', 'pushes the girl behind the wall.']",activitynet~v_IBkHS9Zl2z8,train,indomain,0
436,Getting a haircut,They're both wearing black decor and they're turning the batons in many different ways and music is playing.,as they,The lady puts the red dome on top of a black one and put the dome with holes on top of it. The lady puts the cake in a display case. we,"['is cleaned by the little man.', 'jet skis up the roof.', 'comes out of the gutter onto the cement below.', 'soaks through the roof and drips onto the pipes while the man smooths.']",activitynet~v_-JqLjPz-07E,train,indomain,3
1511,Hurling,A man is seen standing in front of a mirror holding a razor.,eventually,"As he frantically brushes, a woman comes to assist him as he points to different things on the counter. The young boy keeps brushing and then they end up switching tooth brushes. eventually","['apron is shown demonstrating how to prepare a container of white paint.', 'draws on a piece of paper using a brush and the mixed paint.', 'put in a paint pencil is shining something off the table.', 'is mixing seasonings into a bowl.']",activitynet~v_I9kOPQ3J5HA,train,indomain,0
60,Painting,The barber speaks cut with scenes of a barber shop. We see a union jack flag on the arm of a chair.,afterward,A man on the dock hands a rope to a water skier. A person water skis and does jumps over ramps in the water of a lake. the water skier,"['points away from himself.', 'demonstrates how to properly hit the ball through a window.', 'walks around a parking lot to talk to the camera.', 'stands in a circle of people and throws a stick.']",activitynet~v_HGy8UgabFMw,train,indomain,0
898,Tumbling,"The man and his family are in a backyard speaking to the camera. After he speaks, they cheer. The man and woman put on a tutu and blindfolds.",the water skier,The woman lays out cellophane and places the wrapped toy on it. The woman cuts the cellophane and then proceeds to roll up the tissue paper covered toy. the woman,"['is again a closeup on their faces.', 'is a crowd listening to them.', 'is a man with sprays spraying down a brown horse.', ""'s a young man playing the paintbrush stick.""]",activitynet~v_13vEnzRCKzo,train,indomain,1
1114,Tai chi,He re-wets the surface and uses a flat tool to remove any stubborn wall paper. He finally uses a sponge and soap water to clean the wall to remove any residual wall paper.,a young lady with a grey jacket on,"A man in plaid shirt hit the ball with stick, the ball scattered on the table. the man","['are cheering for them.', 'hits them and they stop go splash the camera.', 'sticks his foot out.', 'tries to catch the ball and misses it.']",activitynet~v_I62kL8H81XA,train,indomain,1
903,Hand car wash,A man jumps off of the brown horse and he lassos the bull to the ground in the beginning.,the boy,We see a lady washing a white towel in a sink. The lady lifts the towel up. The lady picks something up off the floor. the lady,"['are seen before end credits for the video are shown.', 'show through a visual reader.', 'are shown in green text.', 'are shown in a display.']",activitynet~v_-qGmUrF_7v4,train,indomain,1
777,Playing accordion,Women are standing in a wooden court in a roofed gym playing voleyball while public is in teraces watching the game.,a blue house,An introduction comes onto the screen for a video about how to ski. a man,"['are then shown.', ""are shown while the camera pans out to a person's face."", 'are shown after and dangerous shots are shown from men trying to make a run before the dealer finally chips out.', 'are shown as the crowd cheers and the dealer deals more cards and the people in the audience stand up.']",activitynet~v_I-1UKECfQko,train,indomain,3
1049,Waterskiing,A blue page with white writing explains that the video is about how to wrap a present.,the lady,A colorful hexagonal shaped kite is flying high in the air. the clear blue skies and the bright sun shinning,"['finishes brushing her teeth and wipes off the spoon.', 'then turns towards the bathroom mirror and spits into the bathroom sink, then returns to brushing teeth and facing the camera again.', 'talks to the camera and then sticks her tongue out, proceeds to have many spit spit ups and ends by holding up a toothbrush in her mouth while putting toothpaste on it.', 'continues brushing her teeth while balancing herself on the rung on the swing on the underwater side.']",activitynet~v_0XRZ2F5B7fQ,train,indomain,1
