id,question,question_concept,choices,answerKey
cfdd7683578d568936fbe383eeabf59f,"If someone is aloof and self-important, what is their experience when meeting people?",have fun,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['under rocks', 'manhattan', 'toenails', 'grocery store', 'fallen tree']}",A
77e89459b707580181a431f55ca1fcfd,What emotion does getting paid lead to?,surprising,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pretty flowers.', 'hen house', 'natural habitat', 'storybook', 'dense forest']}",C
7a7ff4499a7162265ddac0c3e2e8e5fc,Where would you find a bee gathering pollen?,king,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['botanical garden', ""doctor's office"", 'in a sea', 'public place', 'arboretum']}",E
4850bf8b6b309548ef623d5592ffbca2,Where does a spoon go on one side of a plate?,seat,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['military base', 'opera', 'water fountain', 'bus stop', 'church']}",B
8121dd323382116bdd93429699aec6a3,"The president had to make a decision regarding the hate attack on his country, what did he do?",person,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['container', 'supermarket', 'pantry', 'sandwich', 'jar']}",E
166a64fb204a93679ce2d2bc89c44766,"A person takes a seat to watch a movie, where is he?",sharp,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['toy store', 'home', 'school', 'toy shop', 'shelf']}",A
5eae9a162af2fd897c50ed1883a3809a,What country has with the capital of Amsterdam has a Fortis bank?,thick,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['resting', 'sleep more', 'bed sores', 'missing out', 'comfort']}",C
fa2b1b7023ed7ab9eb73d0f0f44f6e45,What might someone want to be if he or she is thick?,students,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['liberal', 'heretical', 'recalcitrant', 'conservadox', 'heretical']}",B
a771ea8c42519d651e2b1ab36a6187b7,The person gave a good hands on what to show how to do the work?,accidents,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['sleep in while camping', 'camp ground', 'woods', 'bag', 'backpack']}",E
4c1c40318e80663bff06da16b25ee2fa,Where are people likely to find food?,going jogging,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['car', 'fuel system', 'accelerate', 'boat', 'airplane']}",B
dac769116ed064bc70936c15eb822c3e,What appliance uses water and soap?,electronics store,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['india', 'hole', 'cage', 'habitat', 'rain forest']}",E
